brand,model,year,mileage,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,avg_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,extras,interior_color,exterior_color,price
BMW,X3 M40i,2020.0,24289.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,9.0,Oyster,Alpine White,45911
Porsche,911 GT3,2019.0,1040.0,4.0,6,0.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,7.0,Black,Black,259000
Jeep,Wrangler Rubicon,2011.0,85038.0,3.8,4,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,1.0,0.0,1.0,5.0,Saddle,Flame Red Clearcoat,22880
MINI,Coupe John Cooper Works,2014.0,44773.0,1.6,6,1.0,Gasoline,Front-wheel Drive,4.5,1.0,0.0,1.0,1.0,1.0,2.0,Carbon Black,Red,20437
Porsche,911 Turbo S,2012.0,40090.0,3.8,7,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,1.0,1.0,6.0,Black,Black,100200
Honda,Fit LX,2016.0,14741.0,1.5,CVT,1.0,Gasoline,Front-wheel Drive,4.0,0.0,1.0,0.0,0.0,0.0,4.0,Black,Aegean Blue Metallic,18200
Alfa,Romeo Stelvio Ti,2021.0,19443.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,11.0,Black,Alfa White,35590
Alfa,Romeo Giulia Ti,2019.0,26604.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,10.0,Black,Alfa Black,25295
Mazda,CX-5 Touring,2016.0,73508.0,2.5,6,0.0,Gasoline,Front-wheel Drive,4.5,1.0,1.0,1.0,0.0,1.0,5.0,Black,Blue Reflex Mica,16500
BMW,428 i,2015.0,48241.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,5.5,1.0,0.0,1.0,1.0,1.0,4.0,Black,Mineral White Metallic,24999
Ford,Explorer XLT,2019.0,56097.0,2.3,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Ebony Black,Magnetic Metallic,30995
Jaguar,XJ XJL Portfolio,2019.0,23284.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,9.0,Ebony / Ebony,Santorini Black,49888
BMW,750 i,2019.0,44152.0,4.4,8,1.0,Gasoline,Rear-wheel Drive,4.0,1.0,1.0,1.0,1.0,1.0,7.0,Black,Black,47991
Cadillac,CT4 Sport,2022.0,12664.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,1.0,1.0,1.0,11.0,Jet Black,Black Raven,39850
Hyundai,Genesis 5.0,2015.0,76619.0,5.0,8,1.0,Gasoline,Rear-wheel Drive,3.0,1.0,0.0,1.0,0.0,1.0,9.0,Beige,Caspian Black,18995
Kia,Carnival SX Prestige,2023.0,15167.0,3.5,8,1.0,Gasoline,Front-wheel Drive,5.0,0.0,1.0,1.0,0.0,0.0,0.0,Gray,Snow White Pearl,48991
Mitsubishi,Lancer ES,2011.0,80037.0,2.0,5,0.0,Gasoline,Front-wheel Drive,2.5,1.0,1.0,1.0,0.0,0.0,1.0,Beige,White,8885
Lexus,RC F Base,2017.0,37085.0,5.0,8,1.0,Gasoline,Rear-wheel Drive,2.5,1.0,0.0,1.0,0.0,1.0,6.0,Rioja Red,Ultra White,49175
Kia,Rio LX,2016.0,32234.0,1.6,6,1.0,Gasoline,Front-wheel Drive,2.5,1.0,0.0,1.0,0.0,0.0,2.0,Beige,Urban Blue Pearl Metallic,14600
Jaguar,E-PACE R-Dynamic S,2018.0,37528.0,2.0,9,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,0.0,1.0,1.0,7.0,Ebony / Ebony,Yulong White,29577
FIAT,500L Lounge,2015.0,70658.0,1.4,6,1.0,Gasoline,Front-wheel Drive,4.0,1.0,1.0,1.0,1.0,1.0,4.0,Black,Red,14595
Nissan,Rogue SV,2019.0,62873.0,2.5,CVT,1.0,Gasoline,Front-wheel Drive,2.5,1.0,1.0,0.0,0.0,1.0,8.0,Charcoal,Silver,22885
Jeep,Grand Cherokee L Laredo,2023.0,1001.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,3.0,Black,Bright White Clearcoat,43049
Volvo,XC90 T6 Inscription,2019.0,40051.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,13.0,Maroon Brown,Osmium Gray Metallic,39540
Porsche,Cayenne E-Hybrid Coupe Turbo S,2021.0,21503.0,4.0,8,1.0,Hybrid,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,9.0,Truffle Brown,Dolomite Silver Metallic,158402
Alfa,Romeo Giulia Ti,2020.0,8493.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,1.0,0.0,1.0,1.0,10.0,Black,Anodized Blue Metallic,33641
Land,Rover Range Rover Evoque SE,2020.0,28400.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,0.0,0.0,1.0,9.0,Ebony / Ebony,Santorini Black,39456
Land,Rover Defender 110 X-Dynamic HSE,2022.0,2652.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,10.0,Ebony,Fuji White,79865
Volvo,XC60 Recharge Plug-In Hybrid T8 R-Design,2019.0,55147.0,2.0,8,1.0,Hybrid,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,11.0,Charcoal,Crystal White Pearl Metallic,38600
MINI,Hardtop John Cooper Works,2018.0,18312.0,2.0,6,0.0,Gasoline,Front-wheel Drive,5.0,0.0,0.0,1.0,1.0,1.0,8.0,Carbon Black,Blue,27987
Jaguar,E-PACE Base,2020.0,33884.0,2.0,9,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,0.0,1.0,1.0,8.0,Ebony / Ebony,Narvik Black,32989
Jeep,Compass Sport,2019.0,78981.0,2.4,Automatic,1.0,Gasoline,Front-wheel Drive,2.0,0.0,1.0,1.0,0.0,0.0,6.0,Black,White Clearcoat,17903
Audi,A5 2.0T Premium Plus,2018.0,18158.0,2.0,7,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,1.0,1.0,1.0,11.0,Rock Gray / Granite Gray,Monsoon Gray Metallic,32980
Alfa,Romeo Giulia Veloce,2022.0,147.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,9.0,Black,Gray,38773
MINI,Countryman Cooper S ALL4,2020.0,47901.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,1.0,1.0,1.0,9.0,Carbon Black,Midnight Black Metallic,26595
FIAT,500X Sport,2021.0,20528.0,1.3,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,6.0,Black,Black Clearcoat,25788
Toyota,Sequoia Limited,2006.0,171863.0,4.7,5,1.0,Gasoline,Four-wheel Drive,1.0,0.0,0.0,1.0,0.0,1.0,5.0,Light Charcoal,Natural White,9988
Alfa,Romeo Giulia Ti,2018.0,41926.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,1.0,1.0,9.0,Crema,Vesuvio Gray Metallic,25490
Chevrolet,Silverado 1500 1LT,2018.0,85178.0,5.3,6,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,5.0,Dark Ash,Silver Ice Metallic,32790
Alfa,Romeo Stelvio Quadrifoglio,2019.0,79412.0,2.9,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,15.0,Black,Gray,42995
Jaguar,F-PACE SVR,2019.0,25921.0,5.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,8.0,Ebony,Ultra Blue Metallic,63888
Jeep,Grand Cherokee L Summit,2022.0,15284.0,3.6,Automatic,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,11.0,Global Black,Velvet Red Pearlcoat,60999
Mitsubishi,Mirage SE,2021.0,32341.0,1.2,CVT,1.0,Gasoline,Front-wheel Drive,3.5,1.0,1.0,0.0,0.0,0.0,5.0,Black,Silver,13995
Kia,Telluride SX,2022.0,27095.0,3.8,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,12.0,Black,Gray,49599
Mazda,Mazda3 FWD w/Preferred Package,2019.0,86993.0,2.5,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,9.0,Beige,Snowflake White Pearl Mica,19595
Hyundai,Elantra GT N Line,2020.0,50811.0,1.6,6,0.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,9.0,Black,Ceramic White,21795
Porsche,Macan S,2022.0,1595.0,2.9,7,1.0,Gasoline,Four-wheel Drive,5.0,1.0,1.0,1.0,1.0,1.0,11.0,Black,White,71427
Nissan,Frontier PRO-4X,2022.0,4685.0,3.8,Automatic,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,5.0,Charcoal w/Lava Red Stit,Super Black,42588
Cadillac,XTS Premium Luxury,2018.0,54153.0,3.6,6,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,11.0,Black,White,28522
Mitsubishi,Outlander Sport 2.0 SE,2020.0,69067.0,2.0,CVT,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,0.0,0.0,1.0,8.0,Black,Sunshine Orange Metallic,19409
Volvo,XC40 T5 Inscription,2020.0,69301.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Charcoal,Blue,28499
Cadillac,Escalade ESV Premium Luxury,2022.0,1935.0,6.2,10,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,0.0,0.0,9.0,Black,Black Raven,97900
FIAT,500L Lounge,2014.0,84223.0,1.4,6,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,5.0,Beige,Forest Green,11495
BMW,530 i xDrive,2021.0,60406.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,0.0,1.0,1.0,9.0,Black,Alpine White,34881
Jaguar,XJ XJ R-Sport,2019.0,33247.0,3.0,Automatic,1.0,Gasoline,Rear-wheel Drive,5.0,0.0,1.0,1.0,0.0,1.0,6.0,London Tan / Ebony,Santorini Black,42950
Mazda,MX-5 Miata Grand Touring,2021.0,768.0,2.0,6,0.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,9.0,Black,Deep Crystal Blue Mica,33083
Audi,Q5 45 Premium,2021.0,18765.0,2.0,7,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,1.0,1.0,8.0,Black,Ibis White,37660
Volvo,XC60 Recharge Plug-In Hybrid INSCRIPTION,2022.0,18548.0,2.0,Automatic,1.0,Hybrid,Four-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,9.0,Amber,Pine Green,52398
Kia,Telluride SX,2022.0,10103.0,3.8,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,11.0,Black,Wolf Gray,50275
Honda,Odyssey LX,2021.0,13259.0,3.5,10,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,8.0,Beige,Blue,33995
Maserati,Ghibli Base,2019.0,22834.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,11.0,Nero,Nero Ribelle Mica,36814
Kia,Stinger GT2,2020.0,55101.0,3.3,8,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Snow White Pearl,33983
FIAT,124 Spider Abarth,2018.0,18743.0,1.4,6,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,8.0,Nero,Blue Metallic,25962
Volkswagen,Tiguan 2.0T SE R-Line Black,2023.0,808.0,2.0,8,1.0,Gasoline,Front-wheel Drive,5.5,0.0,1.0,0.0,1.0,1.0,7.0,Black,Opal White Pearl Effect,34640
Lexus,RC 300 300,2019.0,21875.0,3.5,6,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,0.0,1.0,10.0,White,Obsidian Black,38500
Alfa,Romeo Stelvio Quadrifoglio,2020.0,32485.0,2.9,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,1.0,1.0,1.0,10.0,Black,Rosso,54200
Alfa,Romeo Giulia Ti,2022.0,18538.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,7.0,Black,Alfa White,38992
Land,Rover Range Rover Evoque S,2022.0,13688.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,9.0,Ebony,Fuji White,42999
Alfa,Romeo Giulia Ti,2018.0,22130.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,10.0,Black,Montecarlo Blue Metallic,25900
Mercedes-Benz,CLS-Class CLS 400,2016.0,99956.0,3.0,7,1.0,Gasoline,Rear-wheel Drive,2.5,1.0,0.0,1.0,1.0,1.0,7.0,Black,designo Diamond White Metallic,19786
Ford,F-150 Raptor,2022.0,5446.0,3.5,10,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,1.0,0.0,6.0,Black,Oxford White,84995
Mercedes-Benz,CLS 450 Base 4MATIC,2020.0,26759.0,3.0,9,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,10.0,Black,White,57869
Porsche,Cayenne S Coupe AWD,2020.0,41906.0,2.9,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Black,80988
Nissan,Altima 2.5 SL,2014.0,165731.0,2.5,Automatic,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,7.0,Charcoal,Not Specified,8999
Honda,CR-V EX-L,2019.0,45093.0,1.5,CVT,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,13.0,Gray,Lunar Silver Metallic,27769
Jeep,Wrangler Sport S,2020.0,32781.0,2.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,0.0,6.0,Black,Firecracker Red Clearcoat,33812
Alfa,Romeo Stelvio Ti,2021.0,20185.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,11.0,Black,Rosso,34950
Mazda,CX-3 Sport,2016.0,48661.0,2.0,6,1.0,Gasoline,Front-wheel Drive,4.5,1.0,0.0,0.0,0.0,1.0,5.0,Black,Jet Black Mica,18499
Mercedes-Benz,CLK-Class CLK 350,2009.0,82461.0,3.5,7,1.0,Gasoline,Rear-wheel Drive,2.5,0.0,0.0,1.0,0.0,1.0,3.0,Black,Black,10997
Lexus,ES 350 Luxury,2021.0,37355.0,3.5,8,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,11.0,Flaxen,Caviar,40220
Volkswagen,Eurovan GLS Minivan - Westfalia Camper Van,1999.0,220137.0,2.8,Automatic,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,1.0,Gray,White,19990
Ford,Explorer ST-Line,2023.0,2434.0,2.3,10,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,9.0,Ebony,Stone Blue Metallic,48000
Mitsubishi,Lancer ES,2016.0,51850.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,3.0,1.0,0.0,1.0,0.0,1.0,3.0,Black,Blue,13725
Mercedes-Benz,AMG GT 63 4-Door,2020.0,39415.0,4.0,9,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,0.0,1.0,1.0,11.0,Black,Gray,105990
Mitsubishi,Outlander Sport ES,2022.0,2544.0,2.0,CVT,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,0.0,3.0,Black,Silver,23974
Volvo,XC90 T6 Inscription,2019.0,72001.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,0.0,0.0,1.0,13.0,Charcoal,Ice White,41999
Volvo,XC40 T5 R-Design,2020.0,59786.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,9.0,Charcoal,Fusion Red Metallic,29915
Volvo,XC90 T6 Inscription 6 Passenger,2020.0,28138.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,12.0,Charcoal,Gray Metallic,51395
Volkswagen,Jetta 1.4T S,2017.0,53861.0,1.4,6,1.0,Gasoline,Front-wheel Drive,3.5,0.0,0.0,0.0,1.0,0.0,4.0,Titan Black / Palladium Gray,Platinum Gray Metallic,16515
Volkswagen,Tiguan 2.0T SE,2021.0,15785.0,2.0,8,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,11.0,Gray,Platinum Gray Metallic,28463
Volkswagen,Atlas Cross Sport 3.6L V6 SEL R-Line,2020.0,53109.0,3.6,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,1.0,0.0,1.0,10.0,Dark Beige,Pure White,33900
Toyota,Highlander XLE,2018.0,102408.0,3.5,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,10.0,Black,Blizzard Pearl,26381
MINI,Countryman Cooper,2014.0,78031.0,1.6,6,0.0,Gasoline,Front-wheel Drive,5.5,0.0,0.0,1.0,0.0,1.0,5.0,Carbon Black,Light White,12166
Mazda,Mazda3 i Grand Touring,2015.0,71378.0,2.0,6,0.0,Gasoline,Front-wheel Drive,4.5,1.0,1.0,1.0,0.0,1.0,6.0,Black,Snowflake White Pearl,15050
Cadillac,XT4 Sport,2019.0,39034.0,2.0,9,1.0,Gasoline,Front-wheel Drive,6.0,0.0,0.0,0.0,1.0,1.0,9.0,Jet Black,Twilight Blue Metallic,35298
Hyundai,Santa Fe SEL 2.4,2022.0,22402.0,2.5,8,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,9.0,Black,Quartz White,28541
Honda,Odyssey LX,2021.0,29658.0,3.5,10,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,0.0,0.0,1.0,8.0,Gray,Platinum White Pearl,31998
Mitsubishi,Mirage ES,2019.0,62382.0,1.2,CVT,1.0,Gasoline,Front-wheel Drive,3.5,1.0,1.0,0.0,0.0,0.0,4.0,Black,Mystic Black Metallic,12994
Honda,Pilot EX-L,2020.0,52791.0,3.5,6,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,12.0,Black,White,31898
Mazda,CX-9 Grand Touring,2022.0,6491.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,0.0,1.0,1.0,9.0,Black,Snowflake White Pearl,39231
Maserati,MC20 Base,2022.0,1496.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Nero Noctis,238972
Mitsubishi,Outlander LE,2020.0,61159.0,2.4,CVT,1.0,Gasoline,Four-wheel Drive,0.5,0.0,1.0,0.0,0.0,1.0,9.0,Black,Pearl White,22998
Kia,Optima S,2018.0,107458.0,2.4,6,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,10.0,Black,Black,14495
Maserati,GranTurismo Sport,2013.0,42248.0,4.7,6,0.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,6.0,Nero w/ Rosso Stitches,Nero,43498
Cadillac,XT5 Premium Luxury,2018.0,65322.0,3.6,8,1.0,Gasoline,Front-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,14.0,Jet Black,Radiant Silver Metallic,23868
Lexus,GX 460 Base,2017.0,58327.0,4.6,6,1.0,Gasoline,Four-wheel Drive,1.5,0.0,0.0,1.0,0.0,1.0,9.0,Ecru,Starfire Pearl,33495
Toyota,Tacoma TRD Sport,2017.0,91965.0,3.5,6,0.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,1.0,0.0,1.0,6.0,Black,Blue,28999
Hyundai,Genesis 5.0,2015.0,110285.0,5.0,Automatic,1.0,Gasoline,Rear-wheel Drive,2.5,1.0,0.0,1.0,0.0,1.0,12.0,Ivory,Caspian Black,17900
Toyota,Sienna XLE,2020.0,49956.0,3.5,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,13.0,Ash,Black,38195
Land,Rover Discovery Sport HSE,2018.0,33530.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,9.0,Ebony,Fuji White,27499
Volkswagen,Golf Alltrack TSI SEL,2019.0,50043.0,1.8,6,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,1.0,1.0,1.0,9.0,Marrakesch Brown,Silk Blue Metallic,27624
Porsche,Cayman S,2007.0,47153.0,3.4,5,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,2.0,Black,Silver,30000
Maserati,Quattroporte S Q4 GranSport,2019.0,24693.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,11.0,Nero,Nero Ribelle Metallic,51990
Land,Rover Discovery Sport HSE,2017.0,42207.0,2.0,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,6.0,Ebony,Fuji White,24998
Lexus,GS 350,2018.0,34568.0,3.5,8,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,9.0,Chateau,Smoky Granite Mica,36775
Cadillac,CT6 3.6L Premium Luxury,2016.0,66562.0,3.6,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,8.0,Light Platinum / Jet Black,Dark Emerald Metallic,29977
Mazda,MX-5 Miata SE,2003.0,78617.0,1.8,5,0.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,0.0,Black,Black,11995
Suzuki,SX4 Base,2008.0,77187.0,2.0,4,1.0,Gasoline,Front-wheel Drive,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Black,Silver,7099
FIAT,500X Trekking Plus,2019.0,79067.0,1.3,9,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,9.0,Black,Black,19450
Honda,Passport EX-L,2022.0,21620.0,3.5,9,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,13.0,Gray,Sonic Gray Pearl,34500
MINI,Hardtop Cooper S,2020.0,17515.0,2.0,7,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Malt Brown,Thunder Gray Metallic,28000
Mitsubishi,Outlander SE,2022.0,36755.0,2.5,CVT,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,10.0,Black,Diamond Red,29675
Cadillac,Escalade ESV Sport,2022.0,16834.0,6.2,Automatic,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,13.0,Brandy with Very Dark Atmosphere accents,Sandstone Metallic,119995
Honda,Accord Hybrid Touring,2022.0,6198.0,2.0,Automatic,1.0,Gasoline,Front-wheel Drive,1.5,0.0,0.0,0.0,0.0,1.0,14.0,Black,Lunar Silver Metallic,36690
MINI,Countryman John Cooper Works,2014.0,45238.0,1.6,6,0.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,1.0,1.0,1.0,3.0,Black Pearl,Black Metallic,21980
Mercedes-Benz,E-Class E 400,2015.0,20189.0,3.0,7,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,6.0,Silver,Black,26994
Audi,SQ5 3.0T Premium Plus,2023.0,1208.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,0.0,8.0,Black,Daytona Gray Pearl Effect,65597
Ford,Expedition XLT,2021.0,35374.0,3.5,10,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,6.0,Ebony,Oxford White,44491
FIAT,500 Pop,2012.0,103333.0,1.4,Manual,0.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,0.0,0.0,3.0,Red,White,8995
Honda,HR-V EX-L w/Navigation,2016.0,170052.0,1.8,CVT,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,9.0,Black,White Orchid Pearl,13293
Audi,Q7 45 Premium Plus,2022.0,8202.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,12.0,Black,Florett Silver Metallic,59235
Porsche,911 Carrera S,2006.0,21227.0,3.8,6,0.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,2.0,Tan,Black,59999
Cadillac,CT4-V V-Series Blackwing,2022.0,8230.0,3.6,10,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,9.0,Jet Black,Summit White,62000
Toyota,Highlander XLE,2016.0,39240.0,3.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,8.0,Almond,Alumina Jade Metallic,29996
Jeep,Wrangler Unlimited Sahara,2009.0,98180.0,3.8,4,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,0.0,0.0,1.0,1.0,Dark Slate Gray / Medium Slate Gray,Red Rock Crystal Pearlcoat,19000
Maserati,Ghibli S Q4,2016.0,23957.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,1.0,1.0,9.0,Nero,Grigio Metallic,29496
Volvo,XC90 T6 Inscription 7 Passenger,2021.0,54994.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,1.0,0.0,1.0,13.0,Midnight Zinc,Savile Gray Metallic,46990
Honda,Passport Elite,2022.0,26995.0,3.5,9,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,13.0,Gray,Lunar Silver Metallic,37989
Jaguar,F-TYPE R,2018.0,28286.0,5.0,8,1.0,Gasoline,Four-wheel Drive,1.0,1.0,0.0,0.0,0.0,1.0,10.0,Ebony / Red,Santorini Black,60595
Jaguar,XF I4 T,2013.0,81000.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,7.0,Barley / Charcoal,Ebony,11993
Honda,CR-V Special Edition,2021.0,46607.0,1.5,CVT,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,1.0,1.0,1.0,10.0,Gray,Radiant Red Metallic,25996
Hyundai,Palisade SEL,2021.0,61281.0,3.8,8,1.0,Gasoline,Front-wheel Drive,5.5,0.0,1.0,1.0,0.0,1.0,11.0,Black,Hyper White,35211
Mazda,CX-5 Touring,2020.0,13798.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,9.0,Black,Snowflake White Pearl,27500
