brand,model,year,mileage,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,avg_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,extras,interior_color,exterior_color,price
Nissan,Altima 2.5 SV,2022.0,21101.0,2.5,CVT,1.0,Gasoline,Front-wheel Drive,4.0,1.0,1.0,0.0,0.0,1.0,8.0,Charcoal,Super Black,19781
Mazda,CX-3 Sport,2020.0,22356.0,2.0,6,1.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,1.0,0.0,1.0,7.0,Black,Soul Red Crystal Metallic,21400
FIAT,500 Sport,2012.0,93573.0,1.4,5,0.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,3.0,Black,Red,10599
Alfa,Romeo 4C Base,2017.0,22929.0,1.7,6,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,3.0,Black,Basalt Gray Metallic,53797
Alfa,Romeo Stelvio Ti,2018.0,47899.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,0.0,1.0,1.0,1.0,11.0,Black,Rosso,25950
BMW,X3 xDrive30i,2019.0,75472.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,0.0,0.0,1.0,11.0,Canberra Beige/Black,Jet Black,23495
Nissan,Altima 2.5 S,2011.0,57867.0,2.5,CVT,1.0,Gasoline,Front-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,4.0,Charcoal,Winter Frost,9995
Mitsubishi,Eclipse GS,2008.0,118545.0,2.4,4,1.0,Gasoline,Front-wheel Drive,0.5,0.0,0.0,0.0,0.0,1.0,0.0,Black,Silver,6490
Nissan,Armada Platinum,2015.0,119524.0,5.6,5,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,0.0,0.0,9.0,Beige,Pearl White,19900
Mitsubishi,Outlander Sport 2.0 ES,2020.0,65534.0,2.0,CVT,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,4.0,Black,Mercury Gray Metallic,18977
Honda,Ridgeline RTL-E,2023.0,6762.0,3.5,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,9.0,Gray,Silver,46157
MINI,Convertible John Cooper Works,2019.0,13628.0,2.0,Automatic,1.0,Gasoline,Front-wheel Drive,5.0,0.0,1.0,1.0,0.0,1.0,8.0,Carbon Black,Melting Silver Metallic,33990
Toyota,Camry Hybrid SE,2022.0,95899.0,2.5,CVT,1.0,Hybrid,Front-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,5.0,Ash,Predawn Gray Mica,24931
Land,Rover Range Rover Sport HSE,2019.0,25597.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,13.0,Black,Gray,52995
Jeep,Grand Cherokee L Limited,2021.0,18773.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,14.0,Global Black,Velvet Red Pearlcoat,40998
Alfa,Romeo Stelvio Ti,2018.0,46007.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,9.0,Black,Vulcano Black Metallic,26829
Toyota,Sienna LE,2018.0,67201.0,3.5,8,1.0,Gasoline,Front-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,7.0,Ash,Super White,27500
Porsche,Macan Turbo,2017.0,61199.0,3.6,7,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,6.0,Black,Sapphire Blue Metallic,43977
FIAT,500 Pop,2013.0,81491.0,1.4,Automatic,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,0.0,0.0,0.0,2.0,Black,Yellow,8222
Honda,Civic Si Base,2020.0,37099.0,1.5,6,0.0,Gasoline,Front-wheel Drive,5.0,0.0,0.0,1.0,1.0,1.0,10.0,Black,Sonic Gray Pearl,30000
Ford,Mustang EcoBoost,2017.0,57959.0,2.3,6,0.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,5.0,Ebony,Magnetic,21811
Toyota,Highlander Limited,2013.0,127724.0,3.5,5,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,8.0,Gray,Magnetic Gray Metallic,16983
Maserati,Levante Base,2017.0,64943.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,10.0,Tan,Bianco,32995
Toyota,FJ Cruiser Base,2012.0,158415.0,4.0,5,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,0.0,0.0,2.0,Red,Red,21999
Nissan,Frontier SL,2016.0,67306.0,4.0,5,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,0.0,0.0,1.0,7.0,Graphite,Magnetic Black,20747
Volvo,V60 Cross Country T5,2021.0,974.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,11.0,Amber,Pebble Gray Metallic,42933
Cadillac,CT6 3.6L Luxury,2017.0,24156.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,9.0,Light Platinum / Jet Black,Crystal White Tri-Coat,35977
Lexus,ES 300h 300H,2023.0,1812.0,2.5,CVT,1.0,Hybrid,Front-wheel Drive,3.0,0.0,1.0,0.0,0.0,1.0,5.0,Black,Eminent White Pearl,45988
Jeep,Grand Cherokee L Limited,2022.0,17423.0,3.6,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,0.0,2.0,Global Black,Bright White Clearcoat,45990
Kia,K5 GT-Line,2022.0,12253.0,1.6,8,1.0,Gasoline,Front-wheel Drive,4.0,0.0,1.0,0.0,1.0,1.0,10.0,Black,Ebony Black,33263
Mazda,CX-50 2.5 Turbo Premium Package,2023.0,3244.0,2.5,6,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,0.0,1.0,1.0,9.0,Black,Wind Chill Pearl,38299
Mazda,Mazda6 i Grand Touring,2015.0,89232.0,2.5,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,5.0,Almond,Soul Red,16135
Volkswagen,Atlas Cross Sport 3.6L V6 SEL,2021.0,40132.0,3.6,Automatic,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,0.0,0.0,1.0,15.0,Titan Black,Deep Black Pearl,36857
Kia,Optima LX,2014.0,94894.0,2.4,Automatic,1.0,Gasoline,Front-wheel Drive,2.5,1.0,0.0,1.0,0.0,1.0,2.0,Beige,Dark Cherry,11599
Maserati,GranTurismo Sport,2018.0,26158.0,4.7,6,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,0.0,0.0,1.0,9.0,Nero,Nero,57111
Mazda,MX-5 Miata Grand Touring,2018.0,28552.0,2.0,6,1.0,Gasoline,Rear-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,7.0,Black / Gray,Machine Gray,24795
Mazda,CX-30 Premium Package,2022.0,5195.0,2.5,6,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,0.0,0.0,1.0,11.0,Black / Brown,Snowflake White Pearl,28787
BMW,328 xDrive,2013.0,87057.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,5.5,1.0,0.0,0.0,0.0,1.0,7.0,Black,Jet Black,16000
Jeep,Wagoneer Series II,2022.0,33542.0,5.7,8,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,11.0,Global Black,Silver Zynith,59388
Ford,Mustang GT Premium,2019.0,28855.0,5.0,Automatic,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,6.0,Ebony,Blue,38777
Hyundai,Sonata Hybrid SE,2016.0,73442.0,2.0,6,1.0,Hybrid,Front-wheel Drive,2.0,0.0,1.0,1.0,0.0,1.0,6.0,Gray,Starlight Silver,14476
Honda,CR-V EX-L w/Navigation,2017.0,51423.0,1.5,CVT,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,1.0,1.0,10.0,Gray,Obsidian Blue Pearl,24995
Ford,Bronco Sport Badlands,2021.0,13592.0,2.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,6.0,Ebony,Shadow Black,34589
Mitsubishi,Outlander Sport 2.0 SE,2022.0,23178.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,2.5,1.0,1.0,0.0,0.0,1.0,8.0,Black,Alloy Silver Metallic,21922
Maserati,Ghibli S GranSport,2021.0,15596.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,0.0,1.0,1.0,11.0,Nero,Blu,61490
Lexus,ES 350 Luxury,2019.0,52870.0,3.5,Automatic,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,12.0,Flaxen,Black,34400
Ford,Focus SE,2018.0,52663.0,2.0,6,1.0,Gasoline,Front-wheel Drive,5.0,0.0,0.0,0.0,0.0,1.0,4.0,Medium Light Stone,Ingot Silver Metallic,13786
Volvo,XC90 T6 Inscription 6 Passenger,2022.0,13949.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,12.0,Charcoal,White,58686
Mercedes-Benz,AMG GLE 53 Base,2021.0,39407.0,3.0,9,1.0,Gasoline,Four-wheel Drive,7.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Polar White,79962
FIAT,500X Lounge,2016.0,59216.0,2.4,9,1.0,Gasoline,Four-wheel Drive,4.5,1.0,0.0,1.0,0.0,1.0,8.0,Brown,Black Clearcoat,14595
Hyundai,Elantra SE,2016.0,75998.0,1.8,6,1.0,Gasoline,Front-wheel Drive,2.5,1.0,0.0,0.0,0.0,0.0,2.0,Gray,Quartz White Pearl,11991
BMW,230 i,2020.0,12600.0,2.0,6,0.0,Gasoline,Rear-wheel Drive,4.0,1.0,1.0,1.0,1.0,1.0,8.0,Black,Jet Black,27998
FIAT,124 Spider Classica,2017.0,22010.0,1.4,6,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,4.0,Nero,Nero Cinema Jet Black,21497
Alfa,Romeo Stelvio Ti,2021.0,19839.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,Red,Red,39965
Cadillac,XT5 Luxury,2019.0,40582.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,1.0,0.0,1.0,10.0,Black,Stellar Black Metallic,31500
Porsche,Panamera S,2012.0,55690.0,4.8,7,1.0,Gasoline,Rear-wheel Drive,1.5,0.0,0.0,1.0,0.0,1.0,6.0,Cognac,Black,29950
Cadillac,CT4-V V-Series Blackwing,2023.0,692.0,3.6,Automatic,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,1.0,0.0,5.0,Jet Black,Black Raven,69991
Mercedes-Benz,Sprinter 2500 144 WB,2019.0,25319.0,2.0,9,1.0,Gasoline,Rear-wheel Drive,6.5,0.0,0.0,1.0,1.0,0.0,4.0,Black,Jet Black,46991
Nissan,Murano Platinum,2019.0,49410.0,3.5,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,0.0,1.0,14.0,Graphite,Pearl White Tricoat,29983
Honda,Odyssey EX-L,2015.0,88019.0,3.5,6,1.0,Gasoline,Front-wheel Drive,4.5,1.0,1.0,1.0,0.0,1.0,6.0,Gray,White,21998
Land,Rover Range Rover Evoque SE,2020.0,52922.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,0.0,0.0,1.0,7.0,Ebony / Ebony,Narvik Black,33491
Toyota,Sequoia SR5,2023.0,4145.0,3.4,10,1.0,Hybrid,Four-wheel Drive,2.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Smoked Mesquite,88000
Audi,A6 Premium,2021.0,19630.0,2.0,Automatic,1.0,Hybrid,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Firm. Blue,42998
Mercedes-Benz,AMG GLC 43 4MATIC Coupe,2020.0,39841.0,3.0,9,1.0,Gasoline,Four-wheel Drive,2.0,1.0,0.0,1.0,1.0,1.0,10.0,Black,Gray Metallic,53999
Honda,Civic Si,2015.0,94250.0,2.4,6,0.0,Gasoline,Front-wheel Drive,4.5,1.0,0.0,1.0,0.0,1.0,5.0,Black / Red,Black,19995
Hyundai,Tucson SEL,2022.0,27488.0,2.5,8,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,9.0,Gray,Phantom Black,25266
BMW,X4 xDrive30i,2019.0,37385.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,11.0,Black,Dark Graphite,38998
Volkswagen,Tiguan 2.0T SE,2018.0,48652.0,2.0,8,1.0,Gasoline,Four-wheel Drive,2.0,1.0,1.0,1.0,1.0,1.0,8.0,Black,Deep Black Pearl Effect,21183
Chevrolet,Silverado 1500 LT,2021.0,39402.0,5.3,8,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,8.0,Jet Black,Summit White,41988
MINI,Cooper Base,2012.0,84880.0,1.6,Manual,0.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,3.0,BLACK,Midnight Black Metallic,13995
BMW,230 i,2022.0,8038.0,2.0,Automatic,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,0.0,1.0,1.0,4.0,Tacora Red,Portimao Blue Metallic,41995
Lexus,IS 250C Base,2012.0,114780.0,2.5,Automatic,1.0,Gasoline,Rear-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,6.0,Black,Matador Red Mica,16595
Volvo,XC60 T5 Momentum,2021.0,22261.0,2.0,8,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,9.0,Charcoal,Onyx Black Metallic,37444
Audi,S3 2.0T Prestige,2017.0,39366.0,2.0,6,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,1.0,1.0,11.0,Magma Red,Mythos Black Metallic,39111
Mitsubishi,Mirage G4 ES,2019.0,50339.0,1.2,CVT,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,0.0,4.0,Black,Pearl White,10995
BMW,X5 xDrive35i,2017.0,63655.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,9.0,Black,Black Sapphire Metallic,26491
Ford,Explorer XLT,2018.0,48296.0,3.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,6.0,Black,Gray,26998
Ford,Transit Connect XLT Premium,2013.0,131527.0,2.0,4,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,0.0,1.0,Unknown,Red,10940
Mitsubishi,Outlander Sport,2022.0,719.0,2.0,CVT,1.0,Gasoline,Four-wheel Drive,4.0,0.0,Unknown,1.0,0.0,1.0,3.0,Black,Silver,25987
Maserati,Levante S GranLusso,2018.0,47105.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,0.0,1.0,1.0,8.0,Black,Blu Emozione Mica,44999
Maserati,Ghibli S Q4 GranLusso,2019.0,28320.0,3.0,8,1.0,Gasoline,Four-wheel Drive,6.5,1.0,1.0,1.0,0.0,1.0,10.0,Rosso,White,45999
Honda,Civic LX,2017.0,75316.0,2.0,Automatic,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,1.0,0.0,0.0,5.0,Black,Black,17463
Toyota,Camry Solara SE,2003.0,64038.0,2.4,4,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,0.0,Charcoal,Silver,8995
Volkswagen,Jetta GLI,2017.0,65413.0,2.0,Manual,0.0,Gasoline,Front-wheel Drive,12.0,0.0,0.0,1.0,0.0,1.0,11.0,Titan Black,Pure White,18985
Volkswagen,Atlas 3.6 V6 SE w/ Technology,2021.0,61438.0,3.6,8,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,0.0,0.0,1.0,10.0,Titan Black,Platinum Gray Metallic,27699
Alfa,Romeo Giulia Ti,2019.0,16718.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,9.0,Crema,Montecarlo Blue Metallic,30479
Land,Rover LR4 Base,2016.0,77524.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,1.0,0.0,1.0,1.0,0.0,1.0,12.0,Almond w/Arabica,Loire Blue Metallic,26995
Ford,F-150 XLT,2016.0,69359.0,3.5,6,1.0,Flex Fuel,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,3.0,Medium Earth Gray,Shadow Black,24498
Lexus,LX 470,2002.0,196139.0,4.7,4,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,7.0,Beige,White,11995
Chevrolet,Tahoe Z71,2021.0,39946.0,5.3,10,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,0.0,1.0,9.0,Black,Black,62966
Audi,S4 3.0T Premium,2019.0,31111.0,3.0,Automatic,0.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,12.0,Black,Brilliant Black,41683
Lexus,RX 350 Base,2022.0,5906.0,3.5,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,0.0,7.0,Black,Atomic Silver,58960
Ford,Bronco Sport Big Bend,2022.0,15358.0,1.5,8,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,1.0,1.0,8.0,Ebony,Velocity Blue Metallic,34950
Maserati,Levante Trofeo,2022.0,21338.0,3.8,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,11.0,Black,Black,104400
Porsche,Macan Base,2018.0,44304.0,2.0,7,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,0.0,1.0,1.0,5.0,Black,Carrara White Metallic,32995
Jeep,Wrangler Unlimited Rubicon,2021.0,51388.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,9.0,Black,Sarge Green Clearcoat,42980
BMW,430 Gran Coupe i xDrive,2018.0,46493.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,0.0,1.0,1.0,5.0,Black,Jet Black,21821
MINI,Convertible Cooper,2020.0,18868.0,1.5,7,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Carbon Black,Chili Pepper Red,25942
Cadillac,XT6 Sport AWD,2023.0,950.0,3.6,9,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,0.0,8.0,Jet Black,Stellar Black Metallic,61814
Cadillac,XT5 Premium Luxury,2019.0,34400.0,3.6,8,1.0,Gasoline,Four-wheel Drive,1.5,1.0,0.0,1.0,0.0,1.0,11.0,Beige,Crystal White Tri-Coat,39989
Nissan,Titan Platinum Reserve,2017.0,36823.0,5.6,7,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,8.0,Black / Brown,Magnetic Black,37777
Volkswagen,Atlas 2.0T S,2021.0,34981.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,7.0,Titan Black,Deep Black Pearl Effect,28890
Alfa,Romeo Stelvio Sprint,2022.0,3299.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Rosso,35888
Kia,Telluride SX,2022.0,15770.0,3.8,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,11.0,Gray,Ebony Black,47985
Hyundai,Veloster N N,2020.0,6351.0,2.0,6,0.0,Gasoline,Front-wheel Drive,2.5,0.0,0.0,0.0,1.0,1.0,7.0,Black,Racing Red,29499
Kia,Stinger Base,2018.0,47924.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,1.0,1.0,8.0,Black,Snow White Pearl,25499
Audi,Q7 45 Premium Plus,2023.0,2521.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Mythos Black Metallic,63455
Volkswagen,Tiguan 2.0T SEL,2018.0,41456.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.5,1.0,0.0,1.0,1.0,1.0,11.0,Black,Platinum Gray Metallic,25998
Nissan,Pathfinder SL,2022.0,42006.0,3.5,9,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,10.0,Charcoal,Scarlet Ember,33900
Jeep,Gladiator Sport,2022.0,6067.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,0.0,7.0,Black,Granite Crystal Metallic,56985
BMW,750 i xDrive,2019.0,18394.0,4.4,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,8.0,Black,Carbon Black Metallic,54299
Cadillac,XT5 Platinum,2019.0,16411.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,14.0,Tan / Black,Black,41988
Audi,RS 7 Prestige,2015.0,71142.0,4.0,Automatic,1.0,Gasoline,Four-wheel Drive,5.5,1.0,0.0,0.0,1.0,1.0,10.0,Black,Panther Black Crystal Effect,43600
Hyundai,Equus Ultimate,2014.0,45550.0,5.0,8,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,10.0,Jet Black,Parisian Gray,21999
Toyota,Highlander LE,2019.0,41224.0,3.5,8,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,7.0,Ash,Maroon,29459
Mitsubishi,Outlander Sport,2020.0,19369.0,2.0,CVT,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,3.0,Black,Alloy Silver Metallic,25999
Mazda,Mazda6 i Grand Touring,2014.0,144841.0,2.5,6,1.0,Gasoline,Front-wheel Drive,3.0,1.0,0.0,1.0,0.0,1.0,7.0,Almond,Jet Black Mica,11499
Ford,Expedition Max XLT,2019.0,70690.0,3.5,10,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,0.0,1.0,1.0,7.0,Gray,White,35950
Chevrolet,Express 3500 LT,2016.0,170226.0,6.0,6,1.0,Gasoline,Rear-wheel Drive,3.0,1.0,0.0,0.0,0.0,0.0,5.0,Medium Pewter,Summit White,15110
Nissan,Sentra SV,2022.0,19802.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,5.5,1.0,0.0,0.0,0.0,1.0,8.0,Black,Cloud White,25990
Alfa,Romeo Stelvio Base,2018.0,41146.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,9.0,Black,Rosso,25900
Mazda,CX-9 Touring,2020.0,70867.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,10.0,Black,Snowflake White Pearl,27209
Maserati,Ghibli S Q4,2014.0,57162.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,1.0,1.0,8.0,Nero,White,25900
Mercedes-Benz,AMG CLA 45 4MATIC,2021.0,21281.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,9.0,Classic Red,Gray,59995
Porsche,911 Carrera 4S,2021.0,10475.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Racing Yellow,139897
Kia,Sedona EX,2021.0,54224.0,3.3,8,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,9.0,Gray,Silky Silver,28400
Mazda,CX-3 Touring,2016.0,120756.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,8.0,Black,Crystal White Mica,15001
MINI,Countryman Cooper S,2014.0,82908.0,1.6,6,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,3.0,Carbon Black,Black,13499
MINI,Clubman Cooper S,2017.0,37735.0,2.0,7,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,6.0,Carbon Black,Blazing Red Metallic,19750
Volvo,XC40 T5 R-Design,2022.0,9303.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,10.0,Charcoal,Crystal White Metallic,42902
Land,Rover Discovery HSE,2019.0,51733.0,3.0,8,1.0,Gasoline,Four-wheel Drive,1.5,0.0,0.0,1.0,0.0,1.0,8.0,Ebony,Fuji White,34300
Jaguar,F-PACE 30t Portfolio,2020.0,21698.0,2.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,1.0,1.0,11.0,Ebony / Ebony,Santorini Black,37977
Honda,Pilot Special Edition,2022.0,19312.0,3.5,9,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,13.0,Black,Platinum White Pearl,39991
Mazda,Mazda3 i Touring,2016.0,64695.0,2.0,6,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,6.0,Black,Soul Red Metallic,17464
FIAT,500 Abarth,2016.0,88800.0,1.4,Automatic,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,0.0,3.0,Black,Black,9200
Porsche,Boxster Base,2013.0,77046.0,2.7,7,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,3.0,Black,White,35263
Audi,Q7 55 Premium Plus,2020.0,64010.0,3.0,7,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,1.0,1.0,11.0,Okapi Brown,Samurai Gray Metallic,40987
Maserati,Ghibli S Q4,2016.0,35020.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,0.0,1.0,1.0,10.0,Marrone,Black,27500
Ford,Explorer Sport Trac Limited,2009.0,92005.0,4.6,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,0.0,0.0,1.0,5.0,Camel Leather Interior,Black,15995
Land,Rover Range Rover Velar P250 Base,2019.0,30737.0,2.0,8,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,1.0,1.0,1.0,6.0,Ebony,Indus Silver,41996
Kia,Sportage LX,2021.0,16965.0,2.4,6,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,5.0,Black,Black Cherry Pearl,22998
Honda,Passport EX-L,2019.0,36049.0,3.5,9,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,12.0,Black,Modern Steel Metallic,23488
Chevrolet,Camaro Z28,1994.0,85660.0,5.7,Automatic,1.0,Gasoline,Front-wheel Drive,8.5,0.0,0.0,1.0,0.0,1.0,1.0,Gray,Maroon,9900
Alfa,Romeo Giulia Ti,2019.0,35486.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,4.5,1.0,1.0,1.0,1.0,1.0,9.0,Black,White,28999
Audi,Q5 2.0T Prestige,2018.0,62710.0,2.0,7,1.0,Gasoline,Four-wheel Drive,2.0,1.0,1.0,1.0,1.0,1.0,8.0,Black,Utopia Blue Metallic,25995
